shipper_party_name,count,address1,address2,address3,address4,country_code
KOLON INDUSTRIES INC.,3843,"15TH FL., 11, KOLON-RO,","GWACHEON-SI, GYEONGGI-DO,",13837 KOREA,TEL_82-2-3677-6092 FAX_82-2-3677-61,
TENON CLEARWOOD LP,3835,199 CENTENNIAL DRIVE,TEL: 64 7 376 0005,,,NZ
PT EXPEDITORS INDONESIA,3832,"GRAHA INDOCHEM 5TH FLOOR, JL.PANTAI",INDAH KAPUK BOULEVARD KAV. SSB E,JAKARTA 14470,JAKARTA,
VINH HOAN CORPORATION,3830,"NATIONAL ROAD 30, WARD 11, CAO LANH",DONG THAP VIET NAM,,,
"SAFROUND LOGISTICS NINGBO CO., LTD.",3830,"O B SAFROUND LOGISTICS CO., LTD.","202-203, BLDG. 28 NO. 128 SHUI FENG","RD DA XIE DISTRICT NINGBO, CHINA",,
"SHIN-ETSU CHEMICAL CO.,LTD.",3829,"6-1 OHTEMACHI, 2-CHOME,",100-0004 TOKYO,,,JP
IFA POWERTRAIN GMBH & CO. KG,3827,INDUSTRIESTR. 6,39340 HALDENSLEBEN,DE,,
CN WORLDWIDE INTERNATIONAL,3825,FREIGHT FORWARDING (SHANGHAI) LTD,"UNIT B, FLOOR 20TH, 500 ZHANGYANG","ROAD,","SHANGHAI 200122, CHINA",
SCAN GLOBAL LOGISTICS A/S,3821,KIRSTINEHOEJ 7,KASTRUP 2770 DENMARK,,,
EXPEDITORS (MALAYSIA) SDN BHD,3813,"LEVEL 11, TOWER 2, WISMA AMFIRST","JALAN SS 7/15, KELANA JAYA","PETALING JAYA, SELANGOR DARUL EHSAN",MALAYSIA,
"SENTURY TIRE (THAILAND) CO., LTD.(H",3810,"888 1 MOO 2,","T. SAMNAKTHONG, A. MUANG RAYONG,","RAYONG 21100, THAILAND",,
JIANGSU GLOBE LOGISTICS LTD.CO.,3806,CHANGJIANG TRADING MANSION SUITE,"1307,99 CHANGJIANG ROAD NANJING","210005,P.R.CHINA",,
PT. MULTISTRADA ARAH SARANA TBK,3803,JL RAYA LEMAH ABANG KM 58.3 DESA,KARANGSARI KEC CIKARANG,"BEKASI,BEKASI,17550,ID",,
COLGATE PALMOLIVE SA DE CV,3794,AVENIDA BICENTENARIO NO. 374,SAN JOSE ITURBIDE,,,MX
OKUMA CORPORATION,3790,HEAD OFFICE,"5-25-1, SHIMOOGUCHI, OOGUCHI-CHO",,,JP
HW GREENHAM AND SONS PTY LTD,3777,222 LORIMER STREET,PORT MELBOURNE,VICTORIA AUSTRALIA 3207,,
WWL INDIA PRIVATE LTD,3776,DTJ1116 11TH FLOOR DLF TOWER B,JASOLA DISTRICT CENTRE JASOLA,NEW DELHI 110025.,,
EUROCONSOL C/O TIEMANN,3775,GRAUWALLRING 13,,,,DE
ALIBABA COM HK LTD,3774,LEVEL 1 SHENZHEN INTL AIRPORT CARG,"SHENZHEN, GUANGDONG",,,
DSV AIR & SEA A/S I101,3768,HOVEDGADEN 630,P.O. BOX 318,HEDEHUSENE 2640,,90
AIRLIFT GLOBAL CARRIERS PVT LTD,3765,"212, HEMKUNT TOWER, 98, NEHRU PLAC",NEW DELHI DELHI,INDIA,,
HONOUR LANE SHIPPING LTD. NINGBO,3740,BRANCH,"ROOM 1601-1603,NINGBO MARRIOTT","CENTER, NO.168,HEYI ROAD,HAISHU","DISTRICT,",
KUEHNE & NAGEL LTD,3737,QINGDAO BRANCH OFFICE,"18F CML TOWER,NO.169,SHEN ZHEN ROAD",QINGDAO 266100 CHINA,AGENT OF BLUE ANCHOR LINE,
"BIEN DONG SEAFOOD CO., LTD.",3736,"LOT III-18B1, 18B2, TRA NOC 2 IZ, P",CAN THO VIET NAM,,,
ALBATRANS CHILE S.A.,3735,AVDA DEL PARQUE 4928 OF 126,"HUECHURABA, SANTIAGO DE CHILE",CTC:MIGUEL MUNOZ C PH.56-226537506,,
EXPEDITORS INTERNATIONAL FRANCE SAS,3723,PARC DES REFLETS - ZI PARIS NORD II,"BATIMENT A1 & A2, 165 AVENUE DU BOI",95700 ROISSY CEDEX,,79
"IKEA INDUSTRY PORTUGAL, LDA",3719,"AVENIDA CAPITAL DO MOVEL, 157-PACOS",PENAMAIOR 13 4595-355 PORTUGAL,,,
BOREALIS AG,3718,WAGRAMERSTRASSE 17-19,VIENNA,AT,,
MIELE & CIE KG,3703,CARL-MIELE-STR. 29,GUETERSLOH DE,,,
DE WELL CONTAINER SHIPPING INCORPOR,3697,718 GUANGMING RD RM 808 PUDONG,SHANGHAI SH 200000,CHINA,,
DEWELL VIET NAM COMPANY LIMITED,3696,.,"4TH FL., KHAI HOAN BUILDING, 83B HO",ANG SA STR HO CHI MINH 70000 VN,,
ALL WAYS FORWARDING INTL LTD. (ASHD,3695,1 HAMELACHA STREET,LOD 71520 ISRAEL,,,
CASA CHINA LIMITED SHENZHEN,3684,"ROOM 702-704,SZ-HK FILM CREATIVE PA",SHENZHEN 44 518000 CHINA,,,
SHANGHAI EAST BEST FOREIGN TRADE CO,3670,".,LTD.",".,LTD.RM101 13FL,258-268 ZHAOJIABAN",G ROAD,,CN
GLOBAL CASES VIETNAM CORPORATION LI,3668,"LOT F7-F8, N4 ROAD, NAM TAN UYEN","INDUSTRIAL PARK,KHANH BINH WARD",,,VN
"TOP SEALAND INTERNATIONAL CO., LTD",3660,"ROOM1006,GUIDU BUILDING,NO.3007","CHUNFENG ROAD,LUOHU DISTRICT,",SHENZHEN 518001 CHINA,TEL:8675588914401,
SCHAEFFLER CHAIN DRIVE SYSTEMS SAS,3656,1000 RUE LOUIS BREGUET,CALAIS CEDEX FR,,,
T.H.I GROUP(SHANGHAI) LTD.,3649,.,"ROOM 1103,SEL BLDG.,NO.258 NINGBO 3",3 315000 CN,,
HYOSUNG VIETNAM CO. LTD.,3647,.,"N2 STREET, NHON TRACH 5 INDUSTRIAL",DONG NAI 82000 VN,,
GENERAL MOTORS OVERSEAS DISTRIBUTIO,3644,100 RENAISSANCE CENTER,"DETROIT, MICHIGAN 48265-1000 USA",NANCY DOMINGUEZ,DETROIT MI,
LA FOURNEE DOREE,3641,ZA DU SUD DES ACHARDS,LA MOTHE 85,,,
"MCL-MULTI CONTAINER LINE, INC.",3641,"2711 CENTERVILLE ROAD, STE 300, PM",WILMINGTON DE,UNITED STATES,,
TRW AIRBAG SYSTEMS GMBH,3639,WERNHER-VON-BRAUN-STRASSE 1,,BERGHAM,,DE
PT. BAHARI MAKMUR SEJATI,3636,UTAMA MODERN INDUSTRI AA1,"SERANG, BANTEN 42186",INDONESIA,,62
ATZ SHIPPING TRADE & TRANSPORT PVT,3635,"401 GASPER ENCLAVE, 201, DR. AMBEDK",MUMBAI MAHARASHTRA,INDIA,,
JAS JET AIR SERVICE SPA,3630,VIA RAFFAELLO SANZIO 6/8,SEGRATE 20090 ITALY,,,
THYSSENKRUPP RASSELSTEIN GMBH,3628,KOBLENZER STRASSE 141,56626 ANDERNACH GERMANY,,,
DYNAMIC NETWORK CONTAINER LINE LIMI,3625,ROOM 3602-3 WU CHUNG HOUSE 213 QUEE,WAN CHAI .,HONG KONG,,
DHL GLOBAL FORWARDING (SG) PTE LTD,3624,TAIWAN BRANCH,"3F., NO.189 SEC.2, JIUZONG RD.",NEIHU DISTRICT,TAIPEI 11494,
"LLIT (THAILAND) CO.,LTD.",3621,"911/9 MOO 5, KHAOKHANSONG,","CHONBURI,SRIRACHA,20110,TH",,,
SCHENKER INDIA PVT LTD.,3618,"7TH FLOOR, AG TOWERS","125/1, PARK STREET","KOLKATA (EX CALCUTTA)-700017, WB-IN",AS AGENT OF SCHENKEROCEAN LIMITED,
POSCO DAEWOO CORPORATION,3613,"165, CONVENSIA-DAERO, YEONSU-GU,","INCHEON 406-840, KOREA",,,27
KINTETSU WORLD EXPRESS (CHINA),3608,"CO.,LTD SHANGHAI BRANCH AS AGENT",FOR KINTETSU WORLD EXPRESS INC.,ROOM NO.202 SHANGHAI,,
SCANWELL CONTAINER LINE LIMITED,3597,"ROOM 606, 6TH FLOOR, PO LUNG CENTRE","KOWLOON BAY, KOWLOON .",HONG KONG,,
MAN WAH (MACAO COMMERCIAL,3596,OFFSHORE) LIMITED,ALAMEDA DR CARLOS D ASSUMPCAO,NO 411-417 PRACA WONG CHIO J 19 MAC,,32
LG ELECTRONICS INC.,3596,"128, YEOUI-DAERO, YOUNGDUNGPO-GU.","SEOUL 07336, KOREA",,,
ALBATRANS GMBH,3591,ROBERT-KOCH-STRASSE 50,MAINZ RP 55129 GERMANY,,,
TRANSLINK SHIPPING INC,3589,"21F, CITIC BANK BUILDING, #36,","ZHENMING ROAD HAISHU DISTRICT,","NINGBO, CHINA PRC 315010",,
IKEA INDUSTRY POLAND SP. ZOO O/W LU,3581,BAWIE,BOREK 3,LUBAWA,,58
SHINE INTERNATIONAL,3578,TRANSPORTATION(SHENZHEN)LIMITED,"UNIT A,23/F., FORTUNE BUILDING,","FU HUA 3RD ROAD,",,
FERRARI S.P.A.,3569,VIA EMILIA EST 1163,,,,IT
T.H.I. GROUP(SHANGHAI) LIMITED,3566,"RM618, BLOCK2, OCEAN INTERNATIONAL",NANJING JS 210002,CHINA,,
EMSLAND-STAERKE GMBH,3566,EMSLANDSTRASSE 58,EMLICHHEIM,,,DE
ATLAS COPCO AIRPOWER N.V.,3566,BOOMSESTEENWEG 957,,,,BE
CHINA INTERNATIONAL FREIGHT,3559,CO. LTD.,RM. 1601 36 HONG KONG MIDDLE ROAD,MERCHANTS BANK TOWER NEW WORLD,,
"WEIDA FREIGHT SYSTEM CO.,LTD.",3554,"6B,UNITED MANSION,NO.9 NANJING RD,","QINGDAO,SHANDONG,CHINA",,,
"JAS FORWARDING (CHINA) CO.,LTD.",3554,"XIAMEN BRANCH UNIT 2304-05, GANGHAN",XIAMEN 35 361001 CHINA,,,
HYUNDAI GLOVIS AS AGENT FOR GLOVIS,3552,"301, TEHERAN-RO, GANGNAM-GU, SEOUL,","SEOUL 11 06152 KOREA, REPUBLIC OF",,,
JI & DA TRADING COMPANY LIMITED,3551,RM618 GREENLAND HUICHUANG,INTERNATIONAL PLAZA NO. 275-8 EAST,GUODING RD SHANGHAI CHINA,,
SHARKNINJA (HONGKONG) COMPANY LIMIT,3546,21/F 238 DES VOEUX ROAD CENTRAL,CENTRAL .,HONG KONG,,
M+R FORWARDING (CHINA) LTD AS,3545,"AGENT OF MCL-MULTI CONTAINER LINE,","INC.11TH FLOOR,CENTRO BUILDING",NO.568 HENGFENG ROAD,,
DOW EUROPE GMBH,3542,C/O DOW ANLAGENGESELLSCHAFT MBH,BAHNHOFSTRASSE 24/TOR 1,D-29699 BOMLITZ,GERMANY,
PT. MATTEL INDONESIA,3540,O/B MATTEL BRANDS,A DIVISION OF MATTEL ASIA,PACIFIC SOURCING LTD 11TH FLOOR,,
GUANGDONG XINHUI CIMC SPECIAL TRANS,3538,"CIMC INDUSTRIAL PARK,DAAO TOWN,","XINHUI DISTRICT,JIANGMEN CITY,",,,
SAMSUNG ELECTRONICS (M) SDN BHD,3537,.,PORT KLANG 42000 MY,,,
MERCK KGAA,3531,250 FRANKFURTER STRASSE,"DARMSTADT, HE 64271 DE",,,
COMBILIFT LTD,3528,ANNAHAGH,,,,IE
AGRICOLA SANTA INES S.A.,3527,"EDH HCHN # 72, FQEMSE AK OAQPTE SVH","AVENIDA BECKMAN, ZONA MAZAPAN",LA CEIBA HONDURAS,,
CHINA INTERNATIONAL FREIGHT(CHINA),3522,"LTD.FUZHOU BRANCH UNIT02-03. B-1F,","WORLD WIDE PLAZA,NO.158 WUSI ROAD,","FUZHOU,FUJIAN 350003,CHINA",TEL:0591-38709560 FAX,
"K-APEX LOGISTICS (QINGDAO) CO.,",3522,LTD.,"SUITE 3201, HUAYIN BULIDING",#5 DONGHAI WEST ROAD,"QINGDAO,SHANDONG 266071 CHINA",
EJOT GMBH & CO. KG,3520,ASTENBERGSTRASSE 21,ASTENBERGSTRASSE 21,BAD BERLEBURG 57319 GERMANY,,
DAMCO VIETNAM COMPANY LIMITED O/B,3517,OF DAI LOC SHOE CORPORATION,"LOT G5(B2), D10 STREET, RACH BAP","INDUSTRIAL PARK, BEN CAT TOWN, BINH",,
JAPAN TRUST CO. LTD.,3514,MARUNOUCHI ESTATE BLDG. 17-12,2CHOME MARUNOUCHI NAKAKU-NAGOYA,460-0002 JAPAN TEL052-232-6671,,
OOCL LOGISTICS (CHINA) LIMITED,3506,"SHENZHEN BRANCH 11/F, CHINA","NUCLEAR BUILDING 2002, SHENNAN","MIDDLE ROAD SHENZHEN, CHINA",O/B VARIOUS SHIPPERS,
ORIENT STAR TRANSPORT SDN BHD,3496,"UNIT 532, 5TH FLOOR, BLOCK A, DAMAN",PETALING JAYA 47400 MALAYSIA,,,
"SCM HOME (ZHEJIANG) CO.,LTD.",3492,"201 ZHENHUA ROAD, WEST LAKE INDUSTR","ECONOMY, SCIENCE AND TECHNOLOGY, HA","ZHEJIANG, CHINA",,
"ZOY HOME FURNISHING CO.,LTD.",3489,BUILDING 2-5 TANGPU INDUSTRIAL PARK,DIPU SUBDISTRICT,,,CN
DSV AIR & SEA CO. LTD. AS AGENT FOR,3485,DSV OCEAN TRANSPORT A/S.,"9F, ZBJ FINANCIAL BUILDING 319",FUHUA ROAD,SHENZHEN,
MED SERVICES OVERSEAS II LTD,3482,C/O CARTWRIGHT INTERNATIONAL V,,,,28
RR DONNELLEY ASIA PRINTING,3477,"SOLUTIONS LTD. UNIT 2010-11, 20/F.,","C-BONS INTERNATIONAL CENTER, 108",,,CN
THE CIVIL ENGINEERS LIMITED,3471,"401/B, TEJGAON INDUSTRIAL AREA,","TEJGAON,DHAKA,",BANGLADESH.,,65
ALIMENTOS CONGELADOS SA,3471,KM 18.5 CARRETERA A,SAN JOSE PINULA GT,FRAIJANES,GUATEMALA,
EXPEDITORS INTERNATIONAL (I) PVT LT,3466,"6-3-552, GROUND FLOOR,","SRI RAM TOWERS, (TAJ DECCAN LANE, E","SOMAJIGUDA, HYDERABAD, TELANGANA 50",INDIA,
"NISSAN MOTOR CO.,LTD.",3465,"1-1,TAKASHIMA 1-CHOME,NISHI-KU,","YOKOHAMA-SHI,KANAGAWA,","220-8686, JAPAN",,
EXPEDITORS INTERNATIONAL GMBH (STR),3458,KRAICHGAUSTR. 6,73765 NEUHAUSEN,GERMANY,,
LOTTE ADVANCED MATERIALS CO. LTD.,3454,.,56 GOSAN-RO UIWANG-SI 16073 GYEONG,GI-DO SOUTH KOREA,,
SPARX LOGISTICS LIMITED,3450,"ROOM 102 - 103, AIJIA INTERNATIONAL","MANSION NO.4,288 WU HUA ROAD,",SHANGHAI 200086 CHINA,T:63851777,
"JOO SUNG SEA & AIR CO.,LTD.",3450,"4F, 47, PILDONG-RO, JUNG-GU, SEOUL,","SEOUL 11 100-273 KOREA, REPUBLIC OF",,,
BARRY CALLEBAUT BELGIUM N.V.,3444,AALSTERSESTRAAT 122,LEBBEKE-WIEZE BE,,,
VOLVO GROUP KOREA CO LTD,3442,160 DOOSANVOLVO RO SEONGSAN GU,,,,KR
EXPORTADORA SUBSOLE S.A.,3441,"AV.LUIS PASTEUR 5661,VITACURA",SANTIAGO RM CHILE,,,
T.H.I. GROUP(SHANGHAI) LTD.,3436,"4TH FL, NO.2 BLDG, QINGDAO",SOFTWARE PARK NO.288,"NINGXIA RD, QINGDAO,",,75
OKF CORPORATION,3431,OKF BLDG 54 HAKDONG RO 21 GIL,GANGNAM GU SEOUL KOREA,,,
SEAMASTER GLOBAL,3430,FORWARDING(SHANGHAI) LTD SHENZ,"JIA BIN ROAD,LUO HU DISTRICT",,,CN
"TOPOCEAN CONSOLIDATION SERVICE., LT",3428,"6TH FLOOR, SAIGON PRIME BUILDING 10",HO CHI MINH CITY 65 VIET NAM,,,
SHANGHAI KAIJUN LOGISTICS CO. LTD,3420,ROOM 1103 BUILDING B NO.269 HAI,NING ROAD SHANGHAI CHINA 200080,TEL86-21-63937222(21 LINES),,
GRUNDFOS OPERATIONS A/S,3418,POUL DUE JENSENS VEJ 7,,,,DK
BEIJING KANG JIE KONG,3416,INTERNATIONAL,CARGO AGENT CO. LTD NINGBO BRANCH,O B,,
DHL LOGISTICS PVT LTD,3409,".3RDFLR,RADHIKA HSE,",NR LAW GRDN,AHMEDABAD,380006,
PT.HANKOOK TIRE INDONESIA,3408,"JL.KENARI RAYA BLOK G3-01,DELTA","SILICON 5,INDUSTRIAL PARK,LIPPO","CIKARANG,BEKASI,JAWA BARAT",,
BEIJING KANG JIE KONG CARGO AGENT C,3403,"5TH FLOOR, BUIDLING W-14,AIRPORT BU",DONGLI DISTRICT TJ 300040,CHINA,,
LCL LOGISTIX INDIA PVT LTD,3400,F14 2ND FLOOR MAIN ROAD,"KALKAJI, NEW DELHI-110019, INDIA",TEL 011-42595800 FAX:011-42595801,,
EMU LINES PVT LTD,3397,.,"35-A, SIDDHARTH CHAMBERS II, KALU S","ARAI, HAUZ KHAS NEW DELHI DL 110016",,
SCHENKEROCEAN LIMITED,3393,"35/F, SKYLINE TOWER 39 WANG KWONG R",HONG KONG .,HONG KONG,,
SAVINO DEL BENE FREIGHT FORWARDERS,3392,"EGA TRADE CENTRE, UNIT A 8TH FLOOR",CHENNAI TN 600010 INDIA,,,
PANALPINA WORLD TRANSPORT(PRC) LTD.,3382,6/F AZIA CENTER 1233 LUJIA ZUI RING,"ROAD PU DONG NEW DISTRICT SHANGHAI,",200120 CHINA,AS AGENT FOR AND ON,
INNOVIA FILMS LIMITED,3381,STATION ROAD,WIGTON GB,,,
JAGUAR LAND ROVER LTD,3373,ABBEY ROAD,WHITLEY,,,GB
QINGDAO KAOYOUNG INTERNATIONAL,3370,"LOGISTICS CO.,LTD","NO.18 HONGKONG MIDDLE ROAD QINGDAO,",SHANDONG 266000 CN,,
"HANKYU HANSHIN EXPRESS CO.,LTD.",3369,.,MINAMI SHINAGAWA J BLDG. TOKYO 13 1,40-0004 JP,,
GENERAL NOLI SPEDIZIONI,3368,INTERNAZIONALI S.P.A. VIA,SALLUSTIO N. 3 MODENA 41123,"MODENA, MO ITALY GOVERNMENT",TAX ID NUMBER: IT00857470363,
APEX LOGISTICS INTERNATIONAL (CN),3368,LIMITED,"RM2005-2008,FIFTH AVENUE HUAHONG,",NO.719 ZHONGXING ROAD,"NINGBO,ZHEJIANG,CHINA@",
SCHENKER LOGISTICS NEDERLAND B.V.,3367,NIEUWESLUISWEG 250,3197 KV BOTLEK ROTTERDAM,NETHERLANDS,,
JF HILLEBRAND MEXICO ON BEHALF OF,3365,"TEQUILA SAUZA, S DE RL DE CV",FRANCISCO JAVIER SAUZA NO.,"80 COL. CENTRO, TEQUILA, JALISCO","TAX ID TSA801130S56 ZAPOPAN, 46400",
HESNAULT SAS,3364,ROUTE DES ALIZES PORT 5398,76430 SANDOUVILLE,CONTACT: PANCHOUT AUDREY /,,
IRVING OIL REFINING GROUP,3364,PO BOX 1421,"SAINT JOHN, NB, CANADA E2L 4K1",CANADA E2L 4K1,,
DHL GLOBAL FORWARDING (CHINA) CO.,3355,LTD. ZHONGSHAN BRANCH,"RM 04 05, 16F. INTL FINANCE CENTER,","16, ZHONGSHAN SAN RD",,
APS LOGISTICS INTERNATIONAL LIMITED,3354,SYMPHONY TOWER,"LEVEL 3 (EAST SIDE), PLOT SE(F)-9",", ROAD 142, GULSHAN AVENUE, GULSHA","N-1, DHAKA-1212, BANGLADESH.",
ASF ASIA (SHANGHAI) LIMITED,3346,.,SHANGHAI 37 200071 CN,,,
DHL GLOBAL FORWARDING (MEXICO) S.A,3343,DE C.V.,INSURGENTES SUR 859 PISO 9,COL AMPLIACION NAPOLES,CIUDAD DE MEXICO,
SCHENKER CHINA LTD. NINGBO BRANCH,3340,"16F SOUTHEAST BUILDING,NO.258","CHANGLEROAD,EASTERN NEW CITY,","JIANGDONG DISTRICT, NINGBO","315040,P.R.CHINA",
GILDAN HONDURAS DISTRIBUTION S.DE R,3340,ZOLI GILDAN CHOLOMA TEXTILES,RIO NANCE,CHOLOMA HN,,
DHL GLOBAL FORWARDING (VIETNAM),3340,CORP ON BEHALF OF DANMAR LINES,ETOWN 2. 11TH FLOOR 364 CONG HOA,STREET WARD 13. TAN BINH DISTRICT,,
NINGBO COSMOS INTERNATIONAL,3339,LOGISTICS LTD,"1083 E.ZHONGSHAN ROAD,COB OFFICE","BUILDING,SUITE 608,NINGBO,CHINA",TEL:86-574-87627777@,
TOPPAN LEEFUNG PRINTING LIMITED,3335,20TH FLOOR @ CONVOY,169 ELECTRIC ROAD NORTH POINT,,,CN
WORLDWIDE LOGISTICS (INDIA) PVT LTD,3323,"FLAT 3B, 175 SARAT BOSE ROAD","KOLKATA-700026, INDIA",TEL 91 33 46020816,,
B&B ITALIA S.P.A.,3322,STRADA PROVINCIALE 32,NOVEDRATE 22060 IT,,,
CHINA INT L FREIGHT (CHINA) LTD.,3322,SHENZHEN BRANCH,"31 F,RM.06-09,LUOHU BUSINESS CENTER","SHENZHEN, GUANGDONG 44 510145 CN",,
"JIANGSU GLOBE LOGISTICS LTD.,CO.",3319,CHANGJIANG TRADING MANSON SUITE,"1307 99 CHANGJIANG ROAD,",NANJING,CHINA,
"PUDONG PRIME INT L LOGISTICS,INC.",3318,"RM1102-1103,","11TH FLOOR,ETON PLAZA,","555 PUDONG AVENUE,",,
KUEHNE + NAGEL S.A.,3316,JOINTLY AND SEVERALY WITH ALVA,"L.N.ALEM 815,PISO 5 C1001AAD B",,,AR
AGRISTO NV,3316,WATERSTRAAT 40,8531 HARELBEKE-HULSTE,BELGIUM,,
DEUTZ AG,3314,OTTOSTR 1,,,,DE
MATRIX SUPPLY CHAIN MANAGEMENT,3314,"(SHANGHAI) CO.,LTD","RM1502, YAOJIANG INTERNATIONAL","PLAZA,NO.308 WU SONG ROAD,SHANGHAI,",CHINA,
ORIENTAL AIR TRANSPORT SERVICE INC.,3311,"RM1818,FIFTH AVENUE HUAHONG,NO.719","ZHONGXING ROAD,","NINGBO,ZHEJIANG,CHINA 315040",NINGBO,
DAMCO AS AGENT OF:,3306,PT.PANARUB INDUSTRY(698001),JL. MOH.TOHA,KM.1 PASAR BARU -,,51
DHL ISC (HONG KONG) LIMITED,3304,.,"192, 192 1, 192 2 MOO 3 A MAESOD BK",K 63110 TH,,
PT. APL LOGISTICS,3300,JL.PROF.DOKTER SATRIO,"KAV.E4 NO.6, RT.5 RW.2,KUNINGAN",JAKARTA SELATAN,,
1010 PRINTING INTERNATIONAL LTD,3299,"26/F, 625 KINGS ROAD",NORTH POINT,HONG KONG,HONG KONG,
SICON EXPRESS LINE LIMITED,3296,"RM1003-1005, NO1318 SICHUAN ROAD","NORTH SHANGHAI,200080",TEL:021-36123800 FAX:021-36537128,CHINA,
WEST FRASER MILLS LTD.,3293,"858 BEATTY STREET, SUITE 501",VANCOUVER BC,CANADA,,
AGROINDUSTRIAS DEL CARIBE S.A.,3291,"EDH HCHN # 72, FQEMSE AK OAQPTE SVH","AVENIDA BECKMAN, ZONA MAZAPAN",LA CEIBA HONDURAS,,
PROCESADORA DE MADERA,3285,LOS ANGELES S.A,TRONCOSO NRO 1015/CASILLA 18-D,,,CL
HYUNDAI MOTOR COMPANY,3266,"231, YANGJAE-DONG, S","SEOUL, KOREA",,,
SHANGHAI WORLDTRANS LOGISTICS,3264,SERVICES LTD.,"SHANGHAI,200080 CHINA",,,CN
CATALYST PULP AND PAPER SALES INC.,3264,"2ND FLOOR, 3600 LYSANDER LANE","RICHMOND, B.C. V7B 1C3 CANADA TAX",ID 119362085RM,,
DOLE CHILE S.A.,3260,"CALDERA (CLCLD), CHILE (CL)",RUT 94.612.000-6 - AV.VITACURA 5093,", OF.801 FONO: 56 2 27874100 - FAX:",,
BROSE FAHRZEUGTEILE GMBH & CO.KG,3253,WUERZBURG,OHMSTRASSE 2A,WUERZBURG DE,,
U. DEL CORONA & SCARDIGLI,3251,"SCALI D'AZEGLIO, 32",LIVORNO .,ITALY,,
SHANGHAI SOLEX LOGISTICS LTD.,3247,RM1104 NO.400 MIDDLE ZHEJIANG RD.,"SHANGHAI,P.R.CHINA",TEL:021-51871117 FAX:32517511,,
KUEHNE + NAGEL SERV LOGIST LTDA,3247,"AL. DR. CARLOS DE CARVALHO, 555 -",20 AD 80430-180 CURITIBA PR BRASIL,CNPJ 02.886.427/0017-21,AGENT OF BLUE ANCHOR AMERICA LINE,
NOLET DISTILLERY,3236,HOOFDSTRAAT 14,SCHIEDAM 3114 GG NETHERLANDS,,,
PACIFIC STAR EXPRESS (CHINA),3232,CO. LTD.,16F. 233 WEIHAI ROAD SHANGHAI,CHINA TEL86-021-61201122,,
AMERICAN COMMERCIAL TRANSPORT (THAI,3231,"388 EXCHANGE TOWER, 36TH, UNIT 3601",BANGKOK .,THAILAND,,
JAS FORWARDING (CHINA) CO LTD -,3230,SHENZHEN BRANCH,"UNIT D-G, 25/F, TOWER A,",WORLD FINANCE CENTRE FINANCE,,13
ACCIAIERIE VALBRUNA SPA,3230,VIA ALESSANDRO VOLTA 4,BOLZANO 39100 IT,,,
BK GIULINI GMBH,3225,2 DR.-ALBERT-REIMANN-STR.,"LADENBURG, BW 68526 DE",,,
TOLL GLOBAL FORWARDING (VIETNAM),3225,"CO.,LTD - HANOI BRANCH","5FL, KINH DO BLDG, 292 TAY SON S","T., DONG DA DIST., HANOI CITY, VI",,
SERO SCHROEDER ELEKTRONIK ROHRBACH,3223,GMBH,GROSSE AHLMUEHLE 9,ROHRBACH DE,,
TRANSITYRE FRANCE,3214,MICHELIN EXPORT FACILITIES,PLACE DES CARMES-DECHAUX,63040 CLERMONT FD,,22
FRUTEXPO SA,3213,31 CALLE 18-89 ZONA 12,GUATEMALA GT,,,
INBEV BELGIUM BVBA/SPRL,3211,BROUWERIJPLEIN 1,3000 LEUVEN,BELGIUM,,11
KOON WAH INTERNATIONAL LIMITED,3211,"RM 1702, ONE PEKING,1 PEKING ROAD,","TSIMSHATSUI, KOWLOON, HONG KONG",TEL 852-2626-1816 FAX 852-2626-1866,,
ROHLIG FRANCE S.A.S.,3208,383 RUE DE LA BELLE ETOILE,"PARC DES NATIONS, BATIMENT T3",ROISSY CDG 95 95958,FRANCE,
KUEHNE & NAGEL S.A.,3208,ISLAS CANARIAS 19 - PLANTA 0,"APARTADO POSTAL 357,","48015 BILBAO SPAIN,NIF ES A82218728",AGENT OF BLUE ANCHOR AMERICA LINE,
U&I LOGISTICS CORPORATION,3208,O/B FURNITURE DESIGNS BY ASPEN,(MAURITIUS) LIMITED,"4TH FLOOR TOWER A, 1 CYBERCITY",,
"DA WU SUPPLY CHAIN MANAGEMENT CO.,",3204,"22F.,A BLDG.,AEROSPACE SKYSCRAPER N",SHENZHEN 44 518408 CHINA,,,
LF LOGISTICS (CHINA) COMPANY LIMITE,3200,7/F TOWER BLOCK LI & FUNG PLAZA NO,SHANGHAI SH 200000,CHINA,,
"LLIT(THAILAND)CO.,LTD",3199,"911/9 MOO 5, KHAOKHANSONG,SRIRACHA,","CHONBURI20110,THAILAND",,,
"XIAMEN EVER GLORY FIXTURES CO., LTD",3197,NO.269 JINTING NORTH ROAD JIMEI DIS,361022 XIAMEN,,,CN
SCHENKER CHINA LTD GUANGZHOU BRANCH,3195,"UNIT 3401,3402,3408 & 3409 34/F",TOWER A CENTER PLAZA NO.161 LIN HE,XI ROAD TIANHE DISTRICT GUANGZHOU,,87
"TRANSLINK SHIPPING,INC.TIANJIN",3193,BRANCH,RM1104 129 NANJING ROAD TIANJIN,CHINA,,
LII HEN FURNITURE SDN BHD,3191,"PLO 43, 44, BUKIT PASIR",INDUSTRIAL ESTATE,"84300 MUAR, JOHOR MALAYSIA",,
